1 Q0 34852269115580416	1 0.9518675 myRun
8 Q0 33521270314237952	5259 0.29646516 myRun
8 Q0 33905236535934976	5260 0.2963584 myRun
8 Q0 33552891910291456	5261 0.2963132 myRun
8 Q0 31559322047610881	5262 0.29626197 myRun
8 Q0 35043743245537281	5263 0.29617187 myRun
8 Q0 30794765645651969	5264 0.2960976 myRun
8 Q0 33529876812144641	5265 0.29609114 myRun
8 Q0 34858157725458432	5266 0.29601723 myRun
8 Q0 30015302980866048	5267 0.2959616 myRun
8 Q0 33219735323676672	5268 0.29569387 myRun
8 Q0 33115143957127168	5269 0.29562974 myRun
8 Q0 32827345161162752	5270 0.2956215 myRun
8 Q0 33425021263151105	5271 0.2955507 myRun
8 Q0 32585308528713728	5272 0.29551336 myRun
8 Q0 31078338659360768	5273 0.29551336 myRun
8 Q0 32171667224526848	5274 0.29527956 myRun
8 Q0 30091220889903104	5275 0.29514498 myRun
8 Q0 32900746781392896	5276 0.29506773 myRun
8 Q0 32826180549742592	5277 0.29506207 myRun
8 Q0 32976026745180161	5278 0.29504585 myRun
8 Q0 35024184971100161	5279 0.2950384 myRun
8 Q0 29379329343365120	5280 0.29501292 myRun
8 Q0 33122008795447296	5281 0.29486197 myRun
8 Q0 29516615708049408	5282 0.2948506 myRun
8 Q0 32475065928916992	5283 0.2947799 myRun
8 Q0 32500332932112384	5284 0.29461205 myRun
8 Q0 34700360425676800	5285 0.29455775 myRun
8 Q0 34990013930418176	5286 0.29446512 myRun
8 Q0 32159766780313600	5287 0.29441515 myRun
8 Q0 33600007521304576	5288 0.29434854 myRun
8 Q0 34007516559966208	5289 0.2943288 myRun
8 Q0 33547047047004160	5290 0.2942459 myRun
8 Q0 34602220318101504	5291 0.29418537 myRun
8 Q0 33565232836116480	5292 0.29415432 myRun
8 Q0 32817930915811328	5293 0.29414642 myRun
8 Q0 34474508853182464	5294 0.29410207 myRun
8 Q0 30344289783386112	5295 0.29408813 myRun
8 Q0 35032014851670017	5296 0.29408306 myRun
8 Q0 34950800157450240	5297 0.29381773 myRun
8 Q0 34573843322376192	5298 0.29370347 myRun
8 Q0 29249655527182336	5299 0.29368368 myRun
8 Q0 30003868892925952	5300 0.29346752 myRun
8 Q0 30236041789050880	5301 0.2934264 myRun
8 Q0 35033966981419008	5302 0.2934264 myRun
8 Q0 35057510394105856	5303 0.2933734 myRun
8 Q0 35001938168782848	5304 0.29312402 myRun
8 Q0 29170344392654848	5305 0.29293376 myRun
8 Q0 34410291773050881	5306 0.29293323 myRun
8 Q0 30700658696921088	5307 0.2928226 myRun
8 Q0 34426611499536384	5308 0.29282022 myRun
8 Q0 33562935863410688	5309 0.2925834 myRun
8 Q0 34192568942071808	5310 0.29244107 myRun
8 Q0 32833367963598848	5311 0.29243845 myRun
8 Q0 31921912930115584	5312 0.2923331 myRun
8 Q0 34927536190263296	5313 0.29231763 myRun
8 Q0 32817075273605120	5314 0.2922551 myRun
8 Q0 29787596129304578	5315 0.2922455 myRun
8 Q0 32852737490157568	5316 0.29221815 myRun
8 Q0 30421368482832384	5317 0.29221618 myRun
8 Q0 32786942152151040	5318 0.29220566 myRun
8 Q0 31504613333016576	5319 0.29208812 myRun
8 Q0 34995779911286784	5320 0.2920771 myRun
8 Q0 34927223500709888	5321 0.29194114 myRun
8 Q0 29141342877646848	5322 0.29189187 myRun
8 Q0 35048150574039040	5323 0.2918623 myRun
8 Q0 30285926752067584	5324 0.2918222 myRun
8 Q0 29043801385336833	5325 0.29177397 myRun
8 Q0 29942371579854848	5326 0.2915925 myRun
8 Q0 34881869497503744	5327 0.29151696 myRun
8 Q0 30162553262841857	5328 0.29135832 myRun
8 Q0 34526343760711680	5329 0.29091555 myRun
8 Q0 31835202862972928	5330 0.29087144 myRun
8 Q0 33432789239992320	5331 0.29079354 myRun
8 Q0 34345021821952000	5332 0.29076734 myRun
8 Q0 32505004740837377	5333 0.29065782 myRun
8 Q0 32619789968998401	5334 0.29065543 myRun
8 Q0 34670741458788352	5335 0.2906505 myRun
8 Q0 35045323298574337	5336 0.29047364 myRun
8 Q0 34455157622177792	5337 0.29039583 myRun
8 Q0 34911877641281536	5338 0.2902801 myRun
8 Q0 34746124883460096	5339 0.2901163 myRun
8 Q0 32816939046805505	5340 0.29010722 myRun
8 Q0 31129813464911872	5341 0.2900657 myRun
8 Q0 33905421005619200	5342 0.29000577 myRun
8 Q0 33197163173515264	5343 0.2899538 myRun
8 Q0 33360135329947649	5344 0.28991175 myRun
8 Q0 33304315238027264	5345 0.2898543 myRun
8 Q0 35058742626099200	5346 0.28969258 myRun
8 Q0 30236784415744000	5347 0.28957933 myRun
8 Q0 35073428323176448	5348 0.2895178 myRun
8 Q0 35072902608986112	5349 0.28934693 myRun
8 Q0 29880527016165378	5350 0.2892104 myRun
8 Q0 32445789523419136	5351 0.28904063 myRun
8 Q0 32262156783194112	5352 0.2889467 myRun
8 Q0 33514450518544384	5353 0.28885883 myRun
8 Q0 34989951670026240	5354 0.2888531 myRun
8 Q0 33556419299131392	5355 0.2888509 myRun
8 Q0 35087142791159809	5356 0.2886111 myRun
8 Q0 32579376159653888	5357 0.28857192 myRun
8 Q0 34505611496398848	5358 0.28856483 myRun
8 Q0 32934874864156672	5359 0.2884264 myRun
8 Q0 32848927258574848	5360 0.2884264 myRun
8 Q0 32737657373069312	5361 0.28818527 myRun
8 Q0 33587313644675072	5362 0.28814217 myRun
8 Q0 29847267867369472	5363 0.28813946 myRun
8 Q0 33507373507158016	5364 0.28809142 myRun
8 Q0 34460385394302976	5365 0.28783578 myRun
8 Q0 30648899844706305	5366 0.28730455 myRun
8 Q0 32113131450802177	5367 0.28719088 myRun
8 Q0 30041296840163329	5368 0.28717387 myRun
8 Q0 33541402063282177	5369 0.28712955 myRun
8 Q0 34560266196750336	5370 0.28712773 myRun
8 Q0 34042104418144257	5371 0.28712064 myRun
8 Q0 32529625548591104	5372 0.28689986 myRun
8 Q0 32851298193768448	5373 0.28679043 myRun
8 Q0 29513312056115200	5374 0.28672057 myRun
8 Q0 29491259903049728	5375 0.28672057 myRun
8 Q0 30484140813975552	5376 0.28664652 myRun
8 Q0 34982979553992704	5377 0.28652012 myRun
8 Q0 32751963254816768	5378 0.28637552 myRun
8 Q0 29905244024471552	5379 0.28635478 myRun
8 Q0 33170486699495425	5380 0.2863317 myRun
8 Q0 29940639818842112	5381 0.28624776 myRun
8 Q0 32479825587347456	5382 0.28622937 myRun
8 Q0 35043012685856768	5383 0.28621584 myRun
8 Q0 35031787398758400	5384 0.2861533 myRun
8 Q0 32157577378791425	5385 0.28606486 myRun
8 Q0 32844971694366722	5386 0.28594476 myRun
8 Q0 34978781869379585	5387 0.28593853 myRun
8 Q0 33258373088542720	5388 0.2858709 myRun
8 Q0 30163245604016128	5389 0.28576455 myRun
8 Q0 33543655797035008	5390 0.28573865 myRun
8 Q0 33960608437112832	5391 0.2856197 myRun
8 Q0 32858761081135105	5392 0.28556964 myRun
8 Q0 34272777393410048	5393 0.28521857 myRun
8 Q0 30150614881148928	5394 0.28517285 myRun
8 Q0 33244745618690049	5395 0.28515542 myRun
8 Q0 31355160827531265	5396 0.28513286 myRun
8 Q0 32785622284378112	5397 0.28497687 myRun
8 Q0 30198105513140224	5398 0.28487653 myRun
8 Q0 32150005225623552	5399 0.28480577 myRun
8 Q0 32849833194692609	5400 0.28478354 myRun
8 Q0 33800494921027584	5401 0.28475305 myRun
8 Q0 31861291236724738	5402 0.2846535 myRun
8 Q0 34998130634137601	5403 0.28457773 myRun
8 Q0 35062507324309504	5404 0.28450698 myRun
8 Q0 29092627810885633	5405 0.2844897 myRun
8 Q0 34427268335935491	5406 0.28424042 myRun
8 Q0 32812902159228928	5407 0.2842297 myRun
8 Q0 34795715414728705	5408 0.2841634 myRun
8 Q0 29227696403775488	5409 0.28410846 myRun
8 Q0 35030828568281088	5410 0.28403938 myRun
8 Q0 34870852780560384	5411 0.2840364 myRun
8 Q0 34949898495328256	5412 0.2840108 myRun
8 Q0 29506974437613568	5413 0.28383112 myRun
8 Q0 34889723109449729	5414 0.2838052 myRun
8 Q0 32485850080088064	5415 0.28375322 myRun
8 Q0 35038225420517376	5416 0.2837428 myRun
8 Q0 30836206803623936	5417 0.283708 myRun
8 Q0 34328103262093312	5418 0.28337705 myRun
8 Q0 34175723467972608	5419 0.28318512 myRun
8 Q0 32364433770549248	5420 0.28306508 myRun
8 Q0 32190104399253504	5421 0.28284973 myRun
8 Q0 34474927931265024	5422 0.28281805 myRun
8 Q0 34831308463022080	5423 0.28275743 myRun
8 Q0 33862478886604800	5424 0.28267813 myRun
8 Q0 31893562555637761	5425 0.28266215 myRun
8 Q0 33205141876244480	5426 0.28260487 myRun
8 Q0 34989915057950720	5427 0.28259838 myRun
8 Q0 34608560436416512	5428 0.28258032 myRun
8 Q0 33522824341626881	5429 0.28253502 myRun
8 Q0 33522682507038720	5430 0.28253502 myRun
8 Q0 29195666991349760	5431 0.28250942 myRun
8 Q0 29603806794747905	5432 0.28246656 myRun
8 Q0 34940996215111680	5433 0.28236413 myRun
8 Q0 31007731452219392	5434 0.2822553 myRun
8 Q0 31228698111770624	5435 0.28220835 myRun
8 Q0 31838268676898816	5436 0.28215015 myRun
8 Q0 30723813486366721	5437 0.28208756 myRun
8 Q0 35033570498052097	5438 0.28188848 myRun
8 Q0 33371929440165889	5439 0.28150767 myRun
8 Q0 32182166481805313	5440 0.28145307 myRun
8 Q0 32094268180930560	5441 0.2813568 myRun
8 Q0 33905118407700480	5442 0.28132766 myRun
8 Q0 31049016833736705	5443 0.28131172 myRun
8 Q0 33155212197765120	5444 0.28118902 myRun
8 Q0 33781218164080640	5445 0.28084844 myRun
8 Q0 34906817247051776	5446 0.2807934 myRun
8 Q0 30018781489139713	5447 0.2807914 myRun
8 Q0 29587139557593088	5448 0.28075576 myRun
8 Q0 31077666807353344	5449 0.28064978 myRun
8 Q0 30074978527350784	5450 0.280416 myRun
8 Q0 32442700976365568	5451 0.2803621 myRun
8 Q0 34352472235446272	5452 0.28015316 myRun
8 Q0 34880799350202368	5453 0.28013843 myRun
8 Q0 34953356531212288	5454 0.28013143 myRun
8 Q0 33486706900467712	5455 0.28006536 myRun
8 Q0 32516861958553600	5456 0.27999496 myRun
8 Q0 34791221016662017	5457 0.2799715 myRun
8 Q0 33498163486654464	5458 0.27994543 myRun
8 Q0 35046236507607040	5459 0.2799192 myRun
8 Q0 33512416817979392	5460 0.27972114 myRun
8 Q0 34173723502186496	5461 0.27957052 myRun
8 Q0 35086695934201856	5462 0.27938646 myRun
8 Q0 34697568663375872	5463 0.2793367 myRun
8 Q0 32819930608963584	5464 0.27905542 myRun
8 Q0 29300667910717441	5465 0.27899867 myRun
8 Q0 31346849059176448	5466 0.27889663 myRun
8 Q0 35085677729157121	5467 0.27888495 myRun
8 Q0 32985385306955776	5468 0.2788849 myRun
8 Q0 32171160766513152	5469 0.27880037 myRun
8 Q0 29718268730155008	5470 0.27879137 myRun
8 Q0 32836484335673345	5471 0.27878743 myRun
8 Q0 34905280579899392	5472 0.27876896 myRun
8 Q0 29751773610639361	5473 0.27864957 myRun
8 Q0 30657079391813632	5474 0.2786429 myRun
8 Q0 32244292621705216	5475 0.2786243 myRun
8 Q0 34662589183041537	5476 0.27854332 myRun
8 Q0 35047168511320064	5477 0.27851373 myRun
8 Q0 33271220606599168	5478 0.27847698 myRun
8 Q0 29273075971260416	5479 0.27842903 myRun
8 Q0 33525664439222272	5480 0.278294 myRun
8 Q0 33915914491535360	5481 0.278294 myRun
8 Q0 32895684159995904	5482 0.27827892 myRun
8 Q0 32514708401561600	5483 0.27815366 myRun
8 Q0 31403713700569088	5484 0.2780579 myRun
8 Q0 34508143052460032	5485 0.27798295 myRun
8 Q0 34890434388049920	5486 0.27798158 myRun
8 Q0 33552483133431808	5487 0.27795225 myRun
8 Q0 33319855918825472	5488 0.27788234 myRun
8 Q0 29005097581154304	5489 0.27784407 myRun
8 Q0 30453671854612480	5490 0.2778333 myRun
8 Q0 30289829031841793	5491 0.27773196 myRun
8 Q0 34756752226394112	5492 0.27752528 myRun
8 Q0 32016330001489920	5493 0.2775244 myRun
8 Q0 32843962104418304	5494 0.27734706 myRun
8 Q0 32825835123642368	5495 0.27734 myRun
8 Q0 32526118862983168	5496 0.27732536 myRun
8 Q0 34660739700494336	5497 0.27721998 myRun
8 Q0 32629073276571648	5498 0.27713272 myRun
8 Q0 29951613359628288	5499 0.27686608 myRun
8 Q0 32510648751493120	5500 0.27685788 myRun
8 Q0 32837704815222784	5501 0.27679637 myRun
8 Q0 34659748548710400	5502 0.27677494 myRun
8 Q0 32589801425211392	5503 0.27675816 myRun
8 Q0 30275282464153600	5504 0.27667078 myRun
8 Q0 32847352670724097	5505 0.27663666 myRun
8 Q0 32846255788920832	5506 0.2766241 myRun
8 Q0 30280813358612480	5507 0.276544 myRun
8 Q0 29937303895937025	5508 0.2765065 myRun
8 Q0 31846751845486592	5509 0.2763549 myRun
8 Q0 32626868565843969	5510 0.27629524 myRun
8 Q0 32045674732199936	5511 0.27625853 myRun
8 Q0 34679232831430656	5512 0.27619356 myRun
8 Q0 29947676258738176	5513 0.2761706 myRun
8 Q0 33472107601993728	5514 0.27610952 myRun
8 Q0 29017701175263232	5515 0.2760913 myRun
8 Q0 32504175552102401	5516 0.27601066 myRun
8 Q0 30470121625485312	5517 0.275963 myRun
8 Q0 31829584253026304	5518 0.27592337 myRun
8 Q0 29854060932763649	5519 0.27584356 myRun
8 Q0 34917698961940480	5520 0.27583298 myRun
8 Q0 34698722864533504	5521 0.27577183 myRun
8 Q0 31115292348252161	5522 0.27561384 myRun
8 Q0 34374998735065088	5523 0.27550513 myRun
8 Q0 29201478237294592	5524 0.27517286 myRun
8 Q0 30160196617633792	5525 0.27513295 myRun
8 Q0 35032081528524801	5526 0.27504006 myRun
8 Q0 31490349507551232	5527 0.27499261 myRun
8 Q0 29805213737025536	5528 0.27480212 myRun
8 Q0 35042726550446080	5529 0.27471423 myRun
8 Q0 34634360019750912	5530 0.2746559 myRun
8 Q0 34606391796695040	5531 0.27435586 myRun
8 Q0 34918953218211840	5532 0.27425453 myRun
8 Q0 34798593390940160	5533 0.27417648 myRun
8 Q0 32656477713866754	5534 0.27414256 myRun
8 Q0 34373686228164608	5535 0.27407765 myRun
8 Q0 34514052327673856	5536 0.2740626 myRun
8 Q0 30068200922157057	5537 0.27388525 myRun
8 Q0 31204585532035073	5538 0.27380282 myRun
8 Q0 30619221016707072	5539 0.2737096 myRun
8 Q0 32740337151643648	5540 0.27350998 myRun
8 Q0 29004413603422208	5541 0.27350998 myRun
8 Q0 34971576826855424	5542 0.27350998 myRun
8 Q0 34788552852111360	5543 0.2734486 myRun
8 Q0 29200566643064832	5544 0.2734363 myRun
8 Q0 34487857502494720	5545 0.27339494 myRun
8 Q0 35039465919627264	5546 0.27321118 myRun
8 Q0 33502971413139456	5547 0.27313358 myRun
8 Q0 32814932391100416	5548 0.27312082 myRun
8 Q0 34741977597616128	5549 0.27311957 myRun
8 Q0 30900221454057472	5550 0.27309778 myRun
8 Q0 32816788701978625	5551 0.27305475 myRun
8 Q0 34945879139942400	5552 0.27298316 myRun
8 Q0 32620239220903937	5553 0.27288422 myRun
8 Q0 31484661955825664	5554 0.27286208 myRun
8 Q0 31484245692125184	5555 0.27275723 myRun
8 Q0 31776550198181888	5556 0.27271312 myRun
8 Q0 31893527700971521	5557 0.27268815 myRun
8 Q0 32836003253198848	5558 0.27266464 myRun
8 Q0 29789188488429568	5559 0.27255434 myRun
8 Q0 32813413793009665	5560 0.27233663 myRun
8 Q0 35087551609970688	5561 0.27229607 myRun
8 Q0 32822484701024257	5562 0.27229267 myRun
8 Q0 33207906035826688	5563 0.27222657 myRun
8 Q0 33800915190288384	5564 0.2721443 myRun
8 Q0 32478310793482241	5565 0.27213657 myRun
8 Q0 32834435221032960	5566 0.27201962 myRun
8 Q0 33094107148591104	5567 0.27201775 myRun
8 Q0 29527393303535616	5568 0.27193087 myRun
8 Q0 30051282865618944	5569 0.2718097 myRun
8 Q0 35029103887257601	5570 0.27175832 myRun
8 Q0 32745589464633344	5571 0.2716781 myRun
8 Q0 34950021921255424	5572 0.27150196 myRun
8 Q0 35068628969725953	5573 0.27143165 myRun
8 Q0 34990147359477761	5574 0.27140963 myRun
8 Q0 33512114626756610	5575 0.27135438 myRun
8 Q0 33196452696039424	5576 0.2713176 myRun
8 Q0 32891887778013184	5577 0.27129418 myRun
8 Q0 32795401564196864	5578 0.2712323 myRun
8 Q0 35032525608853504	5579 0.2711002 myRun
8 Q0 33581589627666432	5580 0.27099735 myRun
8 Q0 29563039611092992	5581 0.2709551 myRun
8 Q0 32884810565292034	5582 0.27088878 myRun
8 Q0 34007433261223936	5583 0.2707966 myRun
8 Q0 30176304095563776	5584 0.27073222 myRun
8 Q0 31421996562653185	5585 0.2706761 myRun
8 Q0 31779780760174592	5586 0.27063578 myRun
8 Q0 30325761801977856	5587 0.27053022 myRun
8 Q0 32747006824816642	5588 0.27041674 myRun
8 Q0 34973541971529728	5589 0.27040905 myRun
8 Q0 31885886262087680	5590 0.2703941 myRun
8 Q0 35000686710099968	5591 0.27039367 myRun
8 Q0 31476970248216576	5592 0.270361 myRun
8 Q0 31632418465128448	5593 0.27027828 myRun
8 Q0 32084306583093248	5594 0.27011803 myRun
8 Q0 29068314852458497	5595 0.2700931 myRun
8 Q0 34868195596697600	5596 0.2699709 myRun
8 Q0 32838026237321217	5597 0.269911 myRun
8 Q0 34110731901206528	5598 0.2696699 myRun
8 Q0 32825594693554176	5599 0.26959443 myRun
8 Q0 34948012610420736	5600 0.2694935 myRun
8 Q0 34641380852629505	5601 0.2694935 myRun
8 Q0 32870931382673409	5602 0.26941323 myRun
8 Q0 34993687440130049	5603 0.26935828 myRun
8 Q0 35001906698915840	5604 0.2691738 myRun
8 Q0 33546824249774080	5605 0.26905838 myRun
8 Q0 34439171812626433	5606 0.2690108 myRun
8 Q0 32785032661700609	5607 0.26896167 myRun
8 Q0 32061324829659136	5608 0.26895693 myRun
8 Q0 35031389397065728	5609 0.26881474 myRun
8 Q0 34404791346008064	5610 0.26878506 myRun
8 Q0 35073375554510849	5611 0.26877987 myRun
8 Q0 34908033213538304	5612 0.26863402 myRun
8 Q0 35063857517047808	5613 0.26862764 myRun
8 Q0 29856421839380480	5614 0.2686171 myRun
8 Q0 32443391887282177	5615 0.2685634 myRun
8 Q0 34596487535005696	5616 0.26851344 myRun
8 Q0 32673060205105152	5617 0.2684551 myRun
8 Q0 32103004756779008	5618 0.26821387 myRun
8 Q0 33547042248728576	5619 0.26812044 myRun
8 Q0 32804162139856896	5620 0.26808342 myRun
8 Q0 34686040065187840	5621 0.26803133 myRun
8 Q0 31870324618301440	5622 0.26799852 myRun
8 Q0 32844633163702273	5623 0.26777592 myRun
8 Q0 29488676207599616	5624 0.26773274 myRun
8 Q0 35073404209991680	5625 0.26769334 myRun
8 Q0 34578338370555904	5626 0.26761028 myRun
8 Q0 34200960569974784	5627 0.2675945 myRun
8 Q0 33424977503981568	5628 0.26748157 myRun
8 Q0 29171877947645953	5629 0.2674326 myRun
8 Q0 35045814044856320	5630 0.26734775 myRun
8 Q0 32838249089077248	5631 0.2672642 myRun
8 Q0 32658399627845632	5632 0.2672056 myRun
8 Q0 31372287840100352	5633 0.26719373 myRun
8 Q0 32796444431749120	5634 0.266918 myRun
8 Q0 32683755332182018	5635 0.26687646 myRun
8 Q0 29462533077204992	5636 0.2666787 myRun
8 Q0 29281361277755393	5637 0.26661214 myRun
8 Q0 29054742508347393	5638 0.26661214 myRun
8 Q0 35047890988564480	5639 0.26661214 myRun
8 Q0 35022342044258304	5640 0.26661214 myRun
8 Q0 32933393209491456	5641 0.26645997 myRun
8 Q0 35002379233402880	5642 0.26642478 myRun
8 Q0 30460933939662849	5643 0.26640928 myRun
8 Q0 33562386870837249	5644 0.26629916 myRun
8 Q0 31401122333724673	5645 0.26621842 myRun
8 Q0 29175383765028865	5646 0.2661785 myRun
8 Q0 34645394101112832	5647 0.26615936 myRun
8 Q0 34828850139496448	5648 0.26611802 myRun
8 Q0 34871069911416832	5649 0.2661134 myRun
8 Q0 32789273031741441	5650 0.26599175 myRun
8 Q0 30136413068460032	5651 0.26596922 myRun
8 Q0 29898414888067072	5652 0.26582226 myRun
8 Q0 35032292577517568	5653 0.26580352 myRun
8 Q0 34889484864585728	5654 0.26545143 myRun
8 Q0 33267945874395136	5655 0.26542807 myRun
8 Q0 32849753704235008	5656 0.2654034 myRun
8 Q0 33476403525591040	5657 0.26526093 myRun
8 Q0 34866249125076992	5658 0.26520324 myRun
8 Q0 30563906715914240	5659 0.26508936 myRun
8 Q0 29613127372898304	5660 0.2650153 myRun
8 Q0 30335723861188608	5661 0.26499423 myRun
8 Q0 34949890995916800	5662 0.26489466 myRun
8 Q0 34916251557961728	5663 0.26480535 myRun
8 Q0 32840931531034624	5664 0.26473847 myRun
8 Q0 31468488958672897	5665 0.2646272 myRun
8 Q0 32553642770825216	5666 0.26454473 myRun
8 Q0 32667887235768320	5667 0.2645269 myRun
8 Q0 35087622174937089	5668 0.26442403 myRun
8 Q0 31835766946529282	5669 0.26437682 myRun
8 Q0 31483584401383424	5670 0.26401183 myRun
8 Q0 29733292613828608	5671 0.2638693 myRun
8 Q0 32678155592404992	5672 0.26376283 myRun
8 Q0 29497118460743680	5673 0.2637165 myRun
8 Q0 34539617189363712	5674 0.26357982 myRun
8 Q0 29369536885030912	5675 0.2633283 myRun
8 Q0 30703497972289537	5676 0.26306182 myRun
8 Q0 30271256913772545	5677 0.26305962 myRun
8 Q0 31491014703194112	5678 0.26303464 myRun
8 Q0 29017191445692416	5679 0.26302874 myRun
8 Q0 35108675777466368	5680 0.26294035 myRun
8 Q0 34543545125707776	5681 0.2629121 myRun
8 Q0 33517605058772993	5682 0.26290083 myRun
8 Q0 32785210915430401	5683 0.26260477 myRun
8 Q0 32610941329735680	5684 0.2621924 myRun
8 Q0 34760325148442624	5685 0.26204395 myRun
8 Q0 33904040882479104	5686 0.26200038 myRun
8 Q0 33502164483579904	5687 0.2618883 myRun
8 Q0 34817278100901888	5688 0.2618883 myRun
8 Q0 34862799805100032	5689 0.2618531 myRun
8 Q0 30328732010938368	5690 0.26182103 myRun
8 Q0 30327223667920896	5691 0.26182103 myRun
8 Q0 30321222063497216	5692 0.26182103 myRun
8 Q0 34940492118499328	5693 0.26181912 myRun
8 Q0 32394928533282816	5694 0.26177937 myRun
8 Q0 33574554953584640	5695 0.26167706 myRun
8 Q0 30219793458008064	5696 0.26161128 myRun
8 Q0 34936957284917248	5697 0.26156983 myRun
8 Q0 29605702318161920	5698 0.26137394 myRun
8 Q0 32821277676802048	5699 0.2611985 myRun
8 Q0 32823453849485312	5700 0.26113778 myRun
8 Q0 32815187127967746	5701 0.26099664 myRun
8 Q0 34896068814700544	5702 0.26092947 myRun
8 Q0 32849590747140097	5703 0.26090884 myRun
8 Q0 33112401188487168	5704 0.2608863 myRun
8 Q0 32680894552604673	5705 0.2608314 myRun
8 Q0 29711786961801216	5706 0.26081178 myRun
8 Q0 32303657106022400	5707 0.26078492 myRun
8 Q0 34466926226841600	5708 0.2607426 myRun
8 Q0 31559603657383936	5709 0.26058605 myRun
8 Q0 33142358459551745	5710 0.2605375 myRun
8 Q0 33627356979531776	5711 0.260495 myRun
8 Q0 29980135922860032	5712 0.26047987 myRun
8 Q0 33027067184418817	5713 0.26028928 myRun
8 Q0 32725926353571840	5714 0.2599646 myRun
8 Q0 28998921548206080	5715 0.2599646 myRun
8 Q0 34971179898896384	5716 0.2599646 myRun
8 Q0 32113354482913280	5717 0.25985312 myRun
8 Q0 35043944622465024	5718 0.25983486 myRun
8 Q0 30605495987343360	5719 0.25981766 myRun
8 Q0 34509175786573825	5720 0.25962228 myRun
8 Q0 30026873719230464	5721 0.25954002 myRun
8 Q0 32743808068231168	5722 0.25939262 myRun
8 Q0 35088399975059456	5723 0.25928175 myRun
8 Q0 29937283150909442	5724 0.25925976 myRun
8 Q0 33571363893551104	5725 0.25921506 myRun
8 Q0 33373695900651520	5726 0.2591346 myRun
8 Q0 32292012627591168	5727 0.25899196 myRun
8 Q0 28976423209275392	5728 0.25892472 myRun
8 Q0 34554063395749888	5729 0.25885147 myRun
8 Q0 34951860221648896	5730 0.25873065 myRun
8 Q0 33992401412423680	5731 0.25862533 myRun
8 Q0 33541943631814656	5732 0.2586016 myRun
8 Q0 34943233146494976	5733 0.25860083 myRun
8 Q0 34970962017525760	5734 0.25855485 myRun
8 Q0 34965868710465537	5735 0.25854877 myRun
8 Q0 35048471266328577	5736 0.25818515 myRun
8 Q0 34500730777763840	5737 0.2581392 myRun
8 Q0 34296293429870592	5738 0.25798643 myRun
8 Q0 34535496306655232	5739 0.25796464 myRun
8 Q0 34255761785757696	5740 0.25794882 myRun
8 Q0 34817663737790464	5741 0.25792783 myRun
8 Q0 34323652774203392	5742 0.2579246 myRun
8 Q0 35036477456912384	5743 0.2578799 myRun
8 Q0 35008732635074560	5744 0.2578225 myRun
8 Q0 32219807130587136	5745 0.25779793 myRun
8 Q0 32769026178420736	5746 0.2577045 myRun
8 Q0 33590541694275585	5747 0.25756687 myRun
8 Q0 35086296498184192	5748 0.25752065 myRun
8 Q0 30240283379630083	5749 0.25750428 myRun
8 Q0 30980339761414144	5750 0.25738662 myRun
8 Q0 32873234219147264	5751 0.25727898 myRun
8 Q0 29486393336008704	5752 0.25726742 myRun
8 Q0 32948913048649728	5753 0.25723964 myRun
8 Q0 32846724598865920	5754 0.25721574 myRun
8 Q0 34701012824498176	5755 0.25719857 myRun
8 Q0 33657954544787456	5756 0.25713575 myRun
8 Q0 32260041880903681	5757 0.25708786 myRun
8 Q0 32463160648671232	5758 0.2569015 myRun
8 Q0 29376288556843008	5759 0.2568227 myRun
8 Q0 34870823353323520	5760 0.25661153 myRun
8 Q0 32828470882992128	5761 0.2565329 myRun
8 Q0 34658368392138752	5762 0.2564892 myRun
8 Q0 32835606123905024	5763 0.25641248 myRun
8 Q0 33843614396325888	5764 0.25641042 myRun
8 Q0 32963572208246784	5765 0.25630134 myRun
8 Q0 34792291101052928	5766 0.25616348 myRun
8 Q0 30160678761267200	5767 0.25605476 myRun
8 Q0 34946292765425664	5768 0.25594723 myRun
8 Q0 32831092360749056	5769 0.25541645 myRun
8 Q0 29538194760404993	5770 0.25511143 myRun
8 Q0 32566373074862081	5771 0.25511086 myRun
8 Q0 35073381703483392	5772 0.25498736 myRun
8 Q0 33780975574056960	5773 0.25485885 myRun
8 Q0 34702601756876801	5774 0.25483656 myRun
8 Q0 32464502117105664	5775 0.25473183 myRun
8 Q0 34873936873259008	5776 0.25451744 myRun
8 Q0 32079845533949952	5777 0.25447106 myRun
8 Q0 34519373007822848	5778 0.25443065 myRun
8 Q0 32467942956335105	5779 0.2543527 myRun
8 Q0 29777900525850624	5780 0.25430405 myRun
8 Q0 34958035608797184	5781 0.254285 myRun
8 Q0 34289214744952832	5782 0.25421655 myRun
8 Q0 31737455921074176	5783 0.25418228 myRun
8 Q0 32821768439734272	5784 0.2541592 myRun
8 Q0 34956632249077760	5785 0.25408688 myRun
8 Q0 35084782446579713	5786 0.254021 myRun
8 Q0 34970074079039488	5787 0.2539875 myRun
8 Q0 33566474790502400	5788 0.25397483 myRun
8 Q0 30194853350473729	5789 0.25396493 myRun
8 Q0 32833841487945728	5790 0.25366116 myRun
8 Q0 30344264193937408	5791 0.25356954 myRun
8 Q0 32197783146467329	5792 0.2535231 myRun
8 Q0 32850883372912641	5793 0.2535099 myRun
8 Q0 34641068595089408	5794 0.25349885 myRun
8 Q0 33545321220935683	5795 0.25325483 myRun
8 Q0 34962921561788416	5796 0.253196 myRun
